id,game_id,sport,ts,book,away_ml,home_ml,snapshot_type,commence_time,market_last_update
19,mlb-d1094cf64d0cccf98c76920fd2548c38,mlb,2026-09-24T23:51:22.667325+00:00,betmgm,-180,145,close,2026-09-25T01:41:00Z,2026-09-24T23:50:42Z
20,mlb-d1094cf64d0cccf98c76920fd2548c38,mlb,2026-09-24T23:51:22.667325+00:00,pinnacle,-170,156,close,2026-09-25T01:41:00Z,2026-09-24T23:51:14Z
21,mlb-4984d3511b9db396e1a2c120b9623bbb,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,164,-196,close,2026-09-25T01:41:00Z,2026-09-24T23:50:58Z
22,mlb-4984d3511b9db396e1a2c120b9623bbb,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,163,-199,close,2026-09-25T01:41:00Z,2026-09-24T23:50:41Z
23,mlb-4984d3511b9db396e1a2c120b9623bbb,mlb,2026-09-24T23:51:22.667325+00:00,betmgm,165,-200,close,2026-09-25T01:41:00Z,2026-09-24T23:50:42Z
24,mlb-4984d3511b9db396e1a2c120b9623bbb,mlb,2026-09-24T23:51:22.667325+00:00,pinnacle,170,-186,close,2026-09-25T01:41:00Z,2026-09-24T23:51:14Z
25,mlb-a44be11545d471429fd459d4c5740006,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,146,-174,close,2026-09-25T02:11:00Z,2026-09-24T23:50:58Z
26,mlb-a44be11545d471429fd459d4c5740006,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,142,-172,close,2026-09-25T02:11:00Z,2026-09-24T23:50:41Z
27,mlb-a44be11545d471429fd459d4c5740006,mlb,2026-09-24T23:51:22.667325+00:00,betmgm,145,-175,close,2026-09-25T02:11:00Z,2026-09-24T23:50:42Z
28,mlb-a44be11545d471429fd459d4c5740006,mlb,2026-09-24T23:51:22.667325+00:00,pinnacle,149,-163,close,2026-09-25T02:11:00Z,2026-09-24T23:51:14Z
29,mlb-3aa03f1c80c2ca97a49e0b7548d9e647,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,-108,-108,close,2026-09-25T22:41:00Z,2026-09-24T23:50:58Z
30,mlb-3aa03f1c80c2ca97a49e0b7548d9e647,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,-112,-107,close,2026-09-25T22:41:00Z,2026-09-24T23:50:41Z
31,mlb-6e8b1f358bb5c3837f473e61ecb68650,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,136,-162,close,2026-09-25T22:41:00Z,2026-09-24T23:50:58Z
32,mlb-6e8b1f358bb5c3837f473e61ecb68650,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,128,-155,close,2026-09-25T22:41:00Z,2026-09-24T23:50:41Z
33,mlb-80d706190519a0e4956a64e84e72ed94,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,-134,114,close,2026-09-25T22:46:00Z,2026-09-24T23:50:58Z
34,mlb-80d706190519a0e4956a64e84e72ed94,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,-136,113,close,2026-09-25T22:46:00Z,2026-09-24T23:50:41Z
35,mlb-890be5ce6e3ea3d7c6f0b76bd9a0e45a,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,116,-136,close,2026-09-25T23:08:00Z,2026-09-24T23:50:58Z
36,mlb-890be5ce6e3ea3d7c6f0b76bd9a0e45a,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,113,-136,close,2026-09-25T23:08:00Z,2026-09-24T23:50:41Z
37,mlb-2d3d378044cc538b0a3d77acaacd15a1,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,-124,106,close,2026-09-25T23:11:00Z,2026-09-24T23:50:58Z
38,mlb-2d3d378044cc538b0a3d77acaacd15a1,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,-126,104,close,2026-09-25T23:11:00Z,2026-09-24T23:50:41Z
39,mlb-b6829a3017da7786aceea335c5c36bb3,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,182,-224,close,2026-09-25T23:40:00Z,2026-09-24T23:50:41Z
40,mlb-b6829a3017da7786aceea335c5c36bb3,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,194,-235,close,2026-09-25T23:40:00Z,2026-09-24T23:50:58Z
41,mlb-7bd30076728c7fcf1f893c1d269a60af,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,-142,120,close,2026-09-25T23:41:00Z,2026-09-24T23:50:58Z
42,mlb-7bd30076728c7fcf1f893c1d269a60af,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,-136,113,close,2026-09-25T23:41:00Z,2026-09-24T23:50:41Z
43,mlb-12c52c4f4de763e9a171ffac0f4f02ef,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,144,-172,close,2026-09-25T23:41:00Z,2026-09-24T23:50:58Z
44,mlb-12c52c4f4de763e9a171ffac0f4f02ef,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,148,-180,close,2026-09-25T23:41:00Z,2026-09-24T23:50:41Z
45,mlb-9f08a9d734982153de27326c32e8be0e,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,-108,-108,close,2026-09-26T00:11:00Z,2026-09-24T23:50:58Z
46,mlb-9f08a9d734982153de27326c32e8be0e,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,-110,-110,close,2026-09-26T00:11:00Z,2026-09-24T23:50:41Z
47,mlb-eb8b9160f66fc6d5f6bd58bf4a888011,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,112,-132,close,2026-09-26T01:41:00Z,2026-09-24T23:50:58Z
48,mlb-eb8b9160f66fc6d5f6bd58bf4a888011,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,117,-142,close,2026-09-26T01:41:00Z,2026-09-24T23:50:41Z
49,mlb-60b3d02ac77cf6a81e234358cfe187bb,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,112,-132,close,2026-09-26T02:11:00Z,2026-09-24T23:50:58Z
50,mlb-60b3d02ac77cf6a81e234358cfe187bb,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,111,-134,close,2026-09-26T02:11:00Z,2026-09-24T23:50:41Z
51,mlb-e47efe97f629cae0287ca6f3ea6d6794,mlb,2026-09-24T23:51:22.667325+00:00,fanduel,-375,300,close,2026-09-26T02:16:00Z,2026-09-24T23:50:58Z
52,mlb-e47efe97f629cae0287ca6f3ea6d6794,mlb,2026-09-24T23:51:22.667325+00:00,draftkings,-398,307,close,2026-09-26T02:16:00Z,2026-09-24T23:50:41Z
53,nfl-e5fbd3b3953b896b1bf897ddadb3cc4b,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,195,-238,close,2026-09-25T00:15:00Z,2026-09-24T23:50:57Z
54,nfl-e5fbd3b3953b896b1bf897ddadb3cc4b,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,198,-240,close,2026-09-25T00:15:00Z,2026-09-24T23:50:58Z
55,nfl-e5fbd3b3953b896b1bf897ddadb3cc4b,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,210,-250,close,2026-09-25T00:15:00Z,2026-09-24T23:51:18Z
56,nfl-e5fbd3b3953b896b1bf897ddadb3cc4b,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,209,-237,close,2026-09-25T00:15:00Z,2026-09-24T23:51:13Z
57,nfl-b225458a282e140c44c45651255f2f6c,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,260,-325,close,2026-09-27T17:00:00Z,2026-09-24T23:50:57Z
58,nfl-b225458a282e140c44c45651255f2f6c,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,295,-370,close,2026-09-27T17:00:00Z,2026-09-24T23:50:58Z
59,nfl-b225458a282e140c44c45651255f2f6c,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,275,-350,close,2026-09-27T17:00:00Z,2026-09-24T23:51:18Z
60,nfl-b225458a282e140c44c45651255f2f6c,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,274,-331,close,2026-09-27T17:00:00Z,2026-09-24T23:51:13Z
61,nfl-613b8cd3a5fab58f7be4e3fd6f76223e,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-148,124,close,2026-09-27T17:00:00Z,2026-09-24T23:50:57Z
62,nfl-613b8cd3a5fab58f7be4e3fd6f76223e,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-142,120,close,2026-09-27T17:00:00Z,2026-09-24T23:50:58Z
63,nfl-613b8cd3a5fab58f7be4e3fd6f76223e,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,-145,120,close,2026-09-27T17:00:00Z,2026-09-24T23:51:18Z
64,nfl-613b8cd3a5fab58f7be4e3fd6f76223e,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,-146,129,close,2026-09-27T17:00:00Z,2026-09-24T23:51:13Z
65,nfl-71123be049587b6facce3a20c53e5d09,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-185,154,close,2026-09-27T17:00:00Z,2026-09-24T23:50:57Z
66,nfl-71123be049587b6facce3a20c53e5d09,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-190,160,close,2026-09-27T17:00:00Z,2026-09-24T23:50:58Z
67,nfl-71123be049587b6facce3a20c53e5d09,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,-190,155,close,2026-09-27T17:00:00Z,2026-09-24T23:51:18Z
68,nfl-71123be049587b6facce3a20c53e5d09,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,-186,162,close,2026-09-27T17:00:00Z,2026-09-24T23:51:13Z
69,nfl-07f552badfa8a565d1be22123713e4da,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,240,-298,close,2026-09-27T17:00:00Z,2026-09-24T23:50:57Z
70,nfl-07f552badfa8a565d1be22123713e4da,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,265,-330,close,2026-09-27T17:00:00Z,2026-09-24T23:50:58Z
71,nfl-07f552badfa8a565d1be22123713e4da,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,250,-300,close,2026-09-27T17:00:00Z,2026-09-24T23:51:18Z
72,nfl-07f552badfa8a565d1be22123713e4da,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,245,-292,close,2026-09-27T17:00:00Z,2026-09-24T23:51:13Z
73,nfl-17a730b7d399feeab6a78c30767c29d2,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-125,105,close,2026-09-27T17:00:00Z,2026-09-24T23:50:57Z
74,nfl-17a730b7d399feeab6a78c30767c29d2,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-132,112,close,2026-09-27T17:00:00Z,2026-09-24T23:50:58Z
75,nfl-17a730b7d399feeab6a78c30767c29d2,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,-125,105,close,2026-09-27T17:00:00Z,2026-09-24T23:51:18Z
76,nfl-17a730b7d399feeab6a78c30767c29d2,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,-124,111,close,2026-09-27T17:00:00Z,2026-09-24T23:51:13Z
77,nfl-1f3cfd315a24d1a7dd5859a8e6b88e18,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,130,-155,close,2026-09-27T17:00:00Z,2026-09-24T23:50:57Z
78,nfl-1f3cfd315a24d1a7dd5859a8e6b88e18,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,130,-154,close,2026-09-27T17:00:00Z,2026-09-24T23:50:58Z
79,nfl-1f3cfd315a24d1a7dd5859a8e6b88e18,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,130,-155,close,2026-09-27T17:00:00Z,2026-09-24T23:51:18Z
80,nfl-1f3cfd315a24d1a7dd5859a8e6b88e18,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,136,-154,close,2026-09-27T17:00:00Z,2026-09-24T23:51:13Z
81,nfl-0339a0e41bcee12820eb3e64bb5fadb4,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-650,470,close,2026-09-27T17:00:00Z,2026-09-24T23:50:57Z
82,nfl-0339a0e41bcee12820eb3e64bb5fadb4,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-720,520,close,2026-09-27T17:00:00Z,2026-09-24T23:50:58Z
83,nfl-0339a0e41bcee12820eb3e64bb5fadb4,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,-650,500,close,2026-09-27T17:00:00Z,2026-09-24T23:51:18Z
84,nfl-0339a0e41bcee12820eb3e64bb5fadb4,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,-623,466,close,2026-09-27T17:00:00Z,2026-09-24T23:51:13Z
85,nfl-555afd4a27aaa392662881cffa8f2eef,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,110,-130,close,2026-09-27T17:00:00Z,2026-09-24T23:50:57Z
86,nfl-555afd4a27aaa392662881cffa8f2eef,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,116,-136,close,2026-09-27T17:00:00Z,2026-09-24T23:50:58Z
87,nfl-555afd4a27aaa392662881cffa8f2eef,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,120,-145,close,2026-09-27T17:00:00Z,2026-09-24T23:51:18Z
88,nfl-555afd4a27aaa392662881cffa8f2eef,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,120,-135,close,2026-09-27T17:00:00Z,2026-09-24T23:51:13Z
89,nfl-2a529c108305ffa049d8b6cfdbaa4d36,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-355,280,close,2026-09-27T17:00:00Z,2026-09-24T23:50:57Z
90,nfl-2a529c108305ffa049d8b6cfdbaa4d36,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-390,310,close,2026-09-27T17:00:00Z,2026-09-24T23:50:58Z
91,nfl-2a529c108305ffa049d8b6cfdbaa4d36,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,-375,290,close,2026-09-27T17:00:00Z,2026-09-24T23:51:18Z
92,nfl-2a529c108305ffa049d8b6cfdbaa4d36,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,-359,294,close,2026-09-27T17:00:00Z,2026-09-24T23:51:13Z
93,nfl-9d2b09e0f9b6dd5ce0d985894f4f98fa,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,350,-455,close,2026-09-27T20:05:00Z,2026-09-24T23:50:57Z
94,nfl-9d2b09e0f9b6dd5ce0d985894f4f98fa,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,385,-500,close,2026-09-27T20:05:00Z,2026-09-24T23:50:58Z
95,nfl-9d2b09e0f9b6dd5ce0d985894f4f98fa,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,340,-450,close,2026-09-27T20:05:00Z,2026-09-24T23:51:18Z
96,nfl-9d2b09e0f9b6dd5ce0d985894f4f98fa,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,313,-387,close,2026-09-27T20:05:00Z,2026-09-24T23:51:13Z
97,nfl-f1724dead3eab61546033032fc782375,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-122,102,close,2026-09-27T20:05:00Z,2026-09-24T23:50:57Z
98,nfl-f1724dead3eab61546033032fc782375,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-124,106,close,2026-09-27T20:05:00Z,2026-09-24T23:50:58Z
99,nfl-f1724dead3eab61546033032fc782375,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,-125,105,close,2026-09-27T20:05:00Z,2026-09-24T23:51:18Z
100,nfl-f1724dead3eab61546033032fc782375,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,-117,104,close,2026-09-27T20:05:00Z,2026-09-24T23:51:13Z
101,nfl-84cfca14efc21363fd605508404cf1ff,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-175,145,close,2026-09-27T20:25:00Z,2026-09-24T23:50:57Z
102,nfl-84cfca14efc21363fd605508404cf1ff,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-174,146,close,2026-09-27T20:25:00Z,2026-09-24T23:50:58Z
103,nfl-84cfca14efc21363fd605508404cf1ff,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,-190,155,close,2026-09-27T20:25:00Z,2026-09-24T23:51:18Z
104,nfl-84cfca14efc21363fd605508404cf1ff,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,-185,162,close,2026-09-27T20:25:00Z,2026-09-24T23:51:13Z
105,nfl-2e523fcb0497aa689473e290eb2b97de,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,150,-180,close,2026-09-27T20:25:00Z,2026-09-24T23:50:57Z
106,nfl-2e523fcb0497aa689473e290eb2b97de,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,144,-172,close,2026-09-27T20:25:00Z,2026-09-24T23:50:58Z
107,nfl-2e523fcb0497aa689473e290eb2b97de,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,145,-175,close,2026-09-27T20:25:00Z,2026-09-24T23:51:18Z
108,nfl-2e523fcb0497aa689473e290eb2b97de,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,155,-176,close,2026-09-27T20:25:00Z,2026-09-24T23:51:13Z
109,nfl-3bfd8bfb4b8e9a365a0877879b73b16b,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-130,110,close,2026-09-28T00:20:00Z,2026-09-24T23:50:57Z
110,nfl-3bfd8bfb4b8e9a365a0877879b73b16b,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-134,114,close,2026-09-28T00:20:00Z,2026-09-24T23:50:58Z
111,nfl-3bfd8bfb4b8e9a365a0877879b73b16b,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,-140,115,close,2026-09-28T00:20:00Z,2026-09-24T23:51:18Z
112,nfl-3bfd8bfb4b8e9a365a0877879b73b16b,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,-129,114,close,2026-09-28T00:20:00Z,2026-09-24T23:51:13Z
113,nfl-47dc7baa254659f3beb2ed2b38c207b6,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-225,185,close,2026-09-29T00:15:00Z,2026-09-24T23:50:57Z
114,nfl-47dc7baa254659f3beb2ed2b38c207b6,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-235,194,close,2026-09-29T00:15:00Z,2026-09-24T23:50:58Z
115,nfl-47dc7baa254659f3beb2ed2b38c207b6,nfl,2026-09-24T23:51:22.896276+00:00,betmgm,-235,190,close,2026-09-29T00:15:00Z,2026-09-24T23:51:18Z
116,nfl-47dc7baa254659f3beb2ed2b38c207b6,nfl,2026-09-24T23:51:22.896276+00:00,pinnacle,-223,197,close,2026-09-29T00:15:00Z,2026-09-24T23:51:13Z
117,nfl-d55cb69fed50a09170560b5b75d8de86,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-148,124,close,2026-10-02T00:15:00Z,2026-09-24T23:50:57Z
118,nfl-d55cb69fed50a09170560b5b75d8de86,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-134,114,close,2026-10-02T00:15:00Z,2026-09-24T23:50:58Z
119,nfl-c9d8ed8aa4889486eaf10a630138ede0,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-205,170,close,2026-10-04T13:30:00Z,2026-09-24T23:50:57Z
120,nfl-c9d8ed8aa4889486eaf10a630138ede0,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-230,190,close,2026-10-04T13:30:00Z,2026-09-24T23:50:58Z
121,nfl-664e6bda5721dc63be16bcf7d962a436,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,114,-135,close,2026-10-04T17:00:00Z,2026-09-24T23:50:57Z
122,nfl-664e6bda5721dc63be16bcf7d962a436,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,116,-136,close,2026-10-04T17:00:00Z,2026-09-24T23:50:58Z
123,nfl-f01589b0e7e6dd4f4ac1220a1db81f53,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,440,-600,close,2026-10-04T17:00:00Z,2026-09-24T23:50:57Z
124,nfl-f01589b0e7e6dd4f4ac1220a1db81f53,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,500,-700,close,2026-10-04T17:00:00Z,2026-09-24T23:50:58Z
125,nfl-573cc0ef39631a4f6673ec843a8bedd4,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,205,-250,close,2026-10-04T17:00:00Z,2026-09-24T23:50:57Z
126,nfl-573cc0ef39631a4f6673ec843a8bedd4,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,215,-260,close,2026-10-04T17:00:00Z,2026-09-24T23:50:58Z
127,nfl-164e6eb68f31bac190381903c3cccd31,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,136,-162,close,2026-10-04T17:00:00Z,2026-09-24T23:50:57Z
128,nfl-164e6eb68f31bac190381903c3cccd31,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,160,-190,close,2026-10-04T17:00:00Z,2026-09-24T23:50:58Z
129,nfl-2ea94ddf20f66432b9024fe2e2eaba5f,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,136,-162,close,2026-10-04T17:00:00Z,2026-09-24T23:50:57Z
130,nfl-2ea94ddf20f66432b9024fe2e2eaba5f,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,122,-144,close,2026-10-04T17:00:00Z,2026-09-24T23:50:58Z
131,nfl-daf55e2df5341c007fee5a0fc5bbc2d4,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,136,-162,close,2026-10-04T17:00:00Z,2026-09-24T23:50:57Z
132,nfl-daf55e2df5341c007fee5a0fc5bbc2d4,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,124,-146,close,2026-10-04T17:00:00Z,2026-09-24T23:50:58Z
133,nfl-99a9bae4dc0dc2590496bd3102b211f2,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-118,-102,close,2026-10-04T17:00:00Z,2026-09-24T23:50:57Z
134,nfl-99a9bae4dc0dc2590496bd3102b211f2,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-112,-104,close,2026-10-04T17:00:00Z,2026-09-24T23:50:58Z
135,nfl-1b4f2e60ce83fa1d63a5dff83769d27c,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-135,114,close,2026-10-04T17:00:00Z,2026-09-24T23:50:57Z
136,nfl-1b4f2e60ce83fa1d63a5dff83769d27c,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-152,128,close,2026-10-04T17:00:00Z,2026-09-24T23:50:58Z
137,nfl-c327223d76a3b7b0db8c6c104442f44b,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,500,-700,close,2026-10-04T20:05:00Z,2026-09-24T23:50:57Z
138,nfl-c327223d76a3b7b0db8c6c104442f44b,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,420,-560,close,2026-10-04T20:05:00Z,2026-09-24T23:50:58Z
139,nfl-a7e7efb75a9792ac63480ae6328dca18,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,180,-218,close,2026-10-04T20:25:00Z,2026-09-24T23:50:57Z
140,nfl-a7e7efb75a9792ac63480ae6328dca18,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,172,-205,close,2026-10-04T20:25:00Z,2026-09-24T23:50:58Z
141,nfl-e0cbd266dcf997089203a1b33ba0333d,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-258,210,close,2026-10-04T20:25:00Z,2026-09-24T23:50:57Z
142,nfl-e0cbd266dcf997089203a1b33ba0333d,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-240,198,close,2026-10-04T20:25:00Z,2026-09-24T23:50:58Z
143,nfl-96d2373cda647873b971f268482bced0,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,230,-285,close,2026-10-04T20:25:00Z,2026-09-24T23:50:57Z
144,nfl-96d2373cda647873b971f268482bced0,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,275,-340,close,2026-10-04T20:25:00Z,2026-09-24T23:50:58Z
145,nfl-a73a76599a4f3422803e57bd8f61b626,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,-155,130,close,2026-10-05T00:20:00Z,2026-09-24T23:50:57Z
146,nfl-a73a76599a4f3422803e57bd8f61b626,nfl,2026-09-24T23:51:22.896276+00:00,fanduel,-138,118,close,2026-10-05T00:20:00Z,2026-09-24T23:50:58Z
147,nfl-8bd90781e17e6d97df3941063cedae1e,nfl,2026-09-24T23:51:22.896276+00:00,draftkings,150,-180,close,2026-10-06T00:15:00Z,2026-09-24T23:50:57Z
